ID	Type	Annotator	LABEL	Text								
645	additional	joel	n/a	1: person 2 - "Thank you, sir."								
646	additional	joel	n/a	2: person 3 - "I’m sorry. Am I late?"								
647	additional	joel	Tact	3: person 1 - "No, no, no. Right on time. Dr. Koothrappali, may I present Dr. Millstone from MIT. She’ll be heading up our data analysis team."								
648	additional	joel	Approbation	4: person 4 - "It’s nice to meet you, Dr. Koothrappali. I read your paper on Kuiper belt object size distribution. I really enjoyed it. How did you correct for the selection bias?"								
649	additional	joel	n/a	0: person 1 - "I have no immediate plans."								
650	additional	joel	Tact	1: person 2 - "If that changes, let me know. And finally, area rugs, pro or con?"								
651	additional	joel	n/a	2: person 1 - "Pro?"								
652	additional	joel	n/a	3: person 2 - "Alicia?"								
653	additional	joel	n/a	4: person 1 - "Yes?"								
654	additional	joel	Approbation	0: person 1 - "Oh, that’s nice. But relax, sometimes change is good. Uh, you were worried about Zachary Quinto being the new Spock, but you wound up liking him."								
655	additional	joel	n/a	1: person 2 - "Oh, please. Every time the topic of change comes up, you throw Zachary Quinto in my face. I’m upset the mailman has a new haircut, Zachary Quinto. I’m upset that daylight saving time started, Zachary Quinto. I’m upset daylight saving time ended, Zachary Quinto. I’m saying this for the last time, Zachary Quinto was a weird, wonderful, unrepeatable event. So stop using him against me."								
656	additional	joel	n/a	2: person 3 - "Okay, here we go. You find yourselves in an overgrown old forest. Before you is a giant oak tree with a face on it that looks a lot like Nicolas Cage. He says, Travel with caution. These woods are home to the bones of many a fallen hero."								
657	additional	joel	Approbation	3: person 1 - "See, Howard’s just as good a dungeon master as I am."								
658	additional	joel	n/a	4: person 2 - "As good? You just got pantsed in the schoolyard, four-eyes."								
659	additional	joel	n/a	0: person 1 - "Because… uh, Friday, we are attending a symposium on molecular positronium."								
660	additional	joel	n/a	1: person 2 - "I think that’s a week from Tuesday at six."								
661	additional	joel	n/a	2: person 1 - "No, it’s this Friday, at eight."								
662	additional	joel	sympathy	3: person 3 - "Oh, too bad, well, I got to get to rehearsal, see you guys."								
663	additional	joel	n/a	4: person 1 - "See you."								
664	additional	joel	Approbation	0: person 1 - "Sheldon, that’s incredible."								
665	additional	joel	n/a	1: person 2 - "Yeah, I know. They called it the greatest thing since the Communist party. Although I’m pretty sure that the Communist party made them say that. I like China. See, they know how to keep people in line."								
666	additional	joel	n/a	2: person 3 - "So, what happens next?"								
667	additional	joel	n/a	3: person 2 - "Oh, more testing, more success, more fame. Yeah, but don’t worry, I will remain the same down-to-earth humble Joe I’ve always been."								
668	additional	joel	Agreement	4: person 1 - "Good to know."								
669	additional	joel	n/a	0: person 1 - "Hello."								
670	additional	joel	Tact	1: person 2 - "How come you’re up so late?"								
671	additional	joel	n/a	2: person 1 - "I posted the last episode of Fun with Flags hours ago, and not a single person cared enough to comment. All that effort for nothing."								
672	additional	joel	Sympathy	3: person 2 - "Mm. I know how you feel. I spent the day throwing out a man’s entire career, and all that’s left is an old bottle of champagne and a naked lady pen that Raj took when he thought no one was looking."								
673	additional	joel	n/a	4: person 1 - "It’s not the same thing. I don’t think you know how I feel at all."								
674	additional	joel	n/a	0: person 1 - "What?"								
675	additional	joel	n/a	1: person 2 - "I’d like to SpongeBob her SquarePants."								
676	additional	joel	n/a	2: person 3 - "Now we are done."								
677	additional	joel	n/a	3: person 1 - "Hey."								
678	additional	joel	n/a	4: person 4 - "Oh, hi, Leonard. What’s up?"								
679	additional	joel	Approbation	1: person 1 - "Nice shot."								
680	additional	joel	n/a	2: person 2 - "Thank you. My father taught me archery as a child. It’s odd how the activity brings back the smell of Kmart bourbon."								
681	additional	joel	n/a	3: person 1 - "Perfect."								
682	additional	joel	Agreement	4: person 2 - "I know. What an elf I would have made. Whoo, what do you think you’re doing?"								
683	additional	joel	n/a	0: person 1 - "Then you made her cry and leave."								
684	additional	joel	n/a	1: person 2 - "Okay, you guys are overreacting. Raj is gonna appreciate how I had his back."								
685	additional	joel	n/a	3: person 3 - "What is wrong with you, Penny? You ruined any chance I had of getting back with Lucy. Now she knows I’m a desperate mess instead of just being pretty sure. It’s Lucy. She wants to meet for coffee. I love you, Penny."								
686	additional	joel	Approbation	0: person 1 - "Well, thank you for a really cool evening."								
687	additional	joel	n/a	1: person 2 - "Thank you for hiding my Star Wars socks at the emergency room. Is it a good time to evaluate the beta test and see where we stand?"								
688	additional	joel	Approbation	2: person 1 - "Things are looking good."								
689	additional	joel	n/a	3: person 2 - "So, are we still taking things slow? Because a gunshot wound today, last week, I slammed my thumb in the kitchen drawer. We don’t know how much time I have."								
690	additional	joel	n/a	4: person 1 - "Good night, you."								
691	additional	joel	n/a	0: person 1 - "At the bottom. I must say, I’m relieved you’re not making more of a scene out of this."								
692	additional	joel	n/a	1: person 2 - "Oh, I’ve already moved on. Besides, this breakup has nothing to do with me."								
693	additional	joel	n/a	2: person 1 - "It doesn’t?"								
694	additional	joel	n/a	3: person 2 - "Of course not. This is just Leonard trying to take the focus off that dreadful table by sowing discord in our relationship. He’s manipulating you like he always does."								
695	additional	joel	Tact	4: person 1 - "Wait, wait, now, hang on. You think he manipulates me?"								
696	additional	joel	n/a	0: person 1 - "Uh, maybe it was more of a circle?"								
697	additional	joel	n/a	1: person 2 - "It’s weird that guy thought you were a couple."								
698	additional	joel	Agreement	2: person 1 - "Yes."								
699	additional	joel	Agreement	3: person 3 - "Yes."								
700	additional	joel	Agreement	4: person 1 - "See? Easy. And look at all this cargo space. Now we’ll get the crib out and you can take it for a test-drive. I’m telling you, this van is gonna be… uuh-uuh, uuh-uuh."								
701	additional	joel	Tact	0: person 1 - "Well, you’re about to be in an even better one. I didn’t want to say anything until I knew for sure, but I’ve been re-running the tests on your element in my lab and I disproved it. Your element does not exist."								
702	additional	joel	n/a	1: person 2 - "Yeah, but what about the Chinese research team? They found it."								
703	additional	joel	n/a	2: person 1 - "Yeah, it turns out someone added simulated signals to the data files. They faked the results."								
704	additional	joel	n/a	3: person 2 - "Really?"								
705	additional	joel	n/a	4: person 1 - "Yes. Do you know what that means? That means all of this attention that you hate goes away."								
706	additional	joel	n/a	0: person 1 - "Check."								
707	additional	joel	n/a	1: person 2 - "He calls you Froot Loops because of your very gay haircut?"								
708	additional	joel	n/a	2: person 1 - "No, it’s ’cause I live with my mom and she makes me Froot Loops."								
709	additional	joel	n/a	3: person 2 - "Go with gay story, people are more accepting of that."								
710	additional	joel	n/a	4: person 3 - "Actually, Froot Loops just got married to a girl."								
711	additional	joel	Agreement	0: person 1 - "Of course."								
712	additional	joel	n/a	1: person 2 - "As my relationships with Penny and Amy are currently strained, I’m turning to you for female comfort and encouragement."								
713	additional	joel	n/a	2: person 1 - "Aw. I’m honoured."								
714	additional	joel	n/a	3: person 2 - "I tried reaching out to my mother, but she was in Bible study. Leonard’s mother is on a book tour. My Mee-Maw was taking a nap, and after a while Siri started repeating her answers."								
715	additional	joel	n/a	4: person 1 - "So, I’m your seventh choice."								
716	additional	joel	n/a	0: person 1 - "Okay. I need to speak to my boyfriend in private, like, right now."								
717	additional	joel	Tact	1: person 2 - "There’s a car with a glass roof. Want to go look at the stars?"								
718	additional	joel	n/a	2: person 3 - "Oh, that sounds so romantic."								
719	additional	joel	n/a	3: person 1 - "Oh, give it a rest."								
720	additional	joel	n/a	4: person 3 - "Let’s go."								
721	additional	joel	n/a	0: person 1 - "And to clarify?"								
722	additional	joel	n/a	1: person 2 - "The exercise, Sheldon. Shouldn’t you be getting ready for work?"								
723	additional	joel	Tact	2: person 1 - "I’m not going. Would you like to know why?"								
724	additional	joel	n/a	3: person 2 - "Uh, you’re sad about not getting anything done last night, so you’re gonna sit around and pout about it?"								
725	additional	joel	n/a	4: person 1 - "Boy, I’m not nearly as mysterious as I think I am."								
801	additional	huanyu	N/A	0: person 1 - " No, I suppose not."								
802	additional	huanyu	AGREEMENT	1: person 2 -  Good. Keep thinking that.								
803	additional	huanyu	N/A	2: person 1 -  Wheaton!								
804	additional	huanyu	N/A	3: Scene -  The comic book store.								
805	additional	huanyu	N/A	4: person 3 - " Mm-hmm, mm-hmm, yeah, I’m telling you the Match.com chicks are much looser than on eHarmony. You know, I, I gotta call you back. I won a bet, and it’s time to collect."								
806	additional	huanyu	N/A	0: person 1 -  Hey. Still a loser or did you turn things around while you were gone?								
807	additional	huanyu	SYMPATHY	1: person 2 - " You know, Raj, honey, you’re being too hard on yourself. When I first met you, you couldn’t even talk to women. I mean, you couldn’t even talk if one was in the room."								
808	additional	huanyu	N/A	2: person 3 - " Oh, great, now I can say things like I can’t believe you’re breaking up with me, why are you breaking up with me? Yes, I’ll still help you move."								
809	additional	huanyu	N/A	3: person 2 -  Anyone else want to try?								
810	additional	huanyu	SYMPATHY	4: person 1 - " Uh, yeah, I got something. Raj, not everybody could be a dog owner. Oh, what? Did your doggie break up with you too?"								
811	additional	huanyu	N/A	0: person 1 - " Trust me, this is the right thing."								
812	additional	huanyu	AGREEMENT	1: person 2 - " I know. And it’s not like we’re abandoning him. Plus, we can FaceTime him whenever we want, you know, once iPhones are invented in his universe."								
813	additional	huanyu	N/A	2: Scene -  A bar.								
814	additional	huanyu	N/A	3: person 3 -  I can’t believe Sheldon asked you to be his roommate.								
815	additional	huanyu	N/A	4: person 4 -  I can’t believe he ran my credit.								
816	additional	huanyu	N/A	0: person 1 - " Hang on. Hang on. Uh-huh. Okay, thank you. Howard was on his scooter, and got hit by a truck. He’s in critical condition."								
817	additional	huanyu	SYMPATHY	1: person 2 - " Oh, no!"								
818	additional	huanyu	N/A	2: person 3 -  Did you hear? Isn’t it terrible?								
819	additional	huanyu	N/A	3: person 1 -  Have you seen him?								
820	additional	huanyu	N/A	4: person 3 -  They wouldn’t let me in. Oh my Howie.								
821	additional	huanyu	APPROBATION	0: person 1 - " Ever since I met Penny, I’ve been envious of her looks."								
822	additional	huanyu	N/A	1: person 2 - " Aw, thank you."								
823	additional	huanyu	N/A	2: person 1 -  That’s why I was so happy when you cut your hair off.								
824	additional	huanyu	N/A	3: person 2 -  What?								
825	additional	huanyu	N/A	4: person 1 - " You know what I mean. You were still hot, but more like a why’d that hot girl cut off all her hair, hot."								
826	additional	huanyu	TACT	0: person 1 - " Alright, why don’t we do it your way then? We’ll arrange for this girl to move in across the hall from Dennis so he can pathetically moon over her for months on end."								
827	additional	huanyu	AGREEMENT	1: person 2 - " Okay, that was uncalled for."								
828	additional	huanyu	N/A	2: person 1 - " You started it, dude. "								
829	additional	huanyu	TACT	3: person 3 -  Could I have everyone’s attention please. What a wonderful occasion this is. And how fortunate that it should happen to fall on take your daughter to work day. We’re here to welcome Mr Dennis Kim to our little family.								
830	additional	huanyu	N/A	4: person 4 -  Welcome Dennis Kim.								
831	additional	huanyu	N/A	0: person 1 -  Amy’s got some news.								
832	additional	huanyu	N/A	1: person 2 - " Yeah, um, Raj is moving out."								
833	additional	huanyu	N/A	2: person 3 - " Oh, no. When?"								
834	additional	huanyu	N/A	3: Scene -  Howard and Bernadette’s van.								
835	additional	huanyu	SYMPATHY	4: person 4 -  You doing okay?								
836	additional	huanyu	N/A	0: person 1 -  I didn’t say fun fact. I’m not a monster.								
837	additional	huanyu	SYMPATHY	1: person 2 -  He’s gonna be okay.								
838	additional	huanyu	N/A	2: person 1 -  Now it’s a fun fact.								
839	additional	huanyu	N/A	3: person 3 - " Boy, stuff like this really puts things in perspective."								
840	additional	huanyu	N/A	4: person 2 -  Why are you dressed like that?								
841	additional	huanyu	N/A	0: person 1 -  Sing soft kitty.								
842	additional	huanyu	N/A	1: person 2 -  That’s only for when you’re sick.								
843	additional	huanyu	N/A	2: person 1 -  Homesick is a type of being sick.								
844	additional	huanyu	N/A	3: person 2 - " Come on, do I really have to?"								
845	additional	huanyu	TACT	4: person 1 -  I suppose we can stay up and talk.								
846	additional	huanyu	N/A	0: person 1 - " Hey, Sheldon, what do you say we go outside and throw around the old pigskin?"								
847	additional	huanyu	N/A	1: person 2 -  This is a Jewish house. I don’t think they have pigskin.								
848	additional	huanyu	N/A	2: person 3 -  Did someone say pigskin?								
849	additional	huanyu	N/A	3: person 4 - " Hey, I’m sorry about today. And I promise, next time I get married, it won’t be a joke. It’ll be for love. Or money."								
850	additional	huanyu	SYMPATHY	4: person 5 - " I’m sorry, too."								
851	additional	huanyu	N/A	0: person 1 -  Bye.								
852	additional	huanyu	N/A	1: person 2 -  What a douche.								
853	additional	huanyu	N/A	2: Scene -  The apartment.								
854	additional	huanyu	APPROBATION	3: person 3 - " Wow, Sheldon, I cannot believe you made up your own game."								
855	additional	huanyu	N/A	4: person 4 - " Oh, Research Lab is more than a game. It’s like the slogan says, the physics is theoretical, but the fun is real."								
856	additional	huanyu	N/A	0: person 1 - " What do you want, Sheldon?"								
857	additional	huanyu	N/A	1: person 2 -  Maybe this isn’t a good time.								
858	additional	huanyu	N/A	2: person 1 -  Tell me why you woke me up or I swear to God I will kill you.								
859	additional	huanyu	TACT	3: person 2 -  Do you really think death threats are an appropriate way to begin this conversation? Sometimes your lack of social skills astonishes me.								
860	additional	huanyu	N/A	4: person 1 -  What do you want?								
861	additional	huanyu	N/A	0: person 1 -  Really? Sheldon not being here is the main reason I’m in this room.								
862	additional	huanyu	AGREEMENT	1: person 2 -  It’s true. None of you would know me. You wouldn’t know Bernadette. You wouldn’t be dating Penny.								
863	additional	huanyu	N/A	2: person 3 -  You don’t know that. I’ve been going to the Cheesecake Factory for years. I could have picked her up. (General laughter)								
864	additional	huanyu	N/A	3: person 4 - " Oh, you weren’t joking."								
865	additional	huanyu	AGREEMENT	4: person 3 -  No.								
866	additional	huanyu	N/A	0: person 1 -  Nice flowers.								
867	additional	huanyu	N/A	1: person 2 - " Thank you. They’re for a girl. Uh, I’m being implacable and relentless."								
868	additional	huanyu	APPROBATION	2: person 1 -  Isn’t she lucky?								
869	additional	huanyu	N/A	3: person 2 -  She keeps sending me mixed signals. But I think we both want the same thing.								
870	additional	huanyu	N/A	4: person 1 -  What’s that?								
871	additional	huanyu	N/A	0: person 1 - " Oh, hey. I was actually just about to close up."								
872	additional	huanyu	TACT	1: person 2 - " Oh, I’m sorry. I’ll leave."								
873	additional	huanyu	N/A	2: person 1 - " No, no. It’s okay. Hang out. "								
874	additional	huanyu	TACT	3: person 2 -  You sure?								
875	additional	huanyu	N/A	4: person 1 - " Yeah, you’re my first customer today."								
876	additional	huanyu	N/A	0: person 1 -  We just wanted to hang out with you and maybe learn a little about your life.								
877	additional	huanyu	N/A	1: person 2 - " Well, there, there really isn’t too much to tell. After the TV show was, was cancelled, nobody in the scientific world would, uh, would take me seriously. So I was forced to do these, uh, children’s parties to, to make a living."								
878	additional	huanyu	SYMPATHY	2: person 1 - " That’s too bad. But still, working with kids, it must be rewarding."								
879	additional	huanyu	N/A	3: person 2 - " You, you get bit a lot. Let me see if, if I have this straight. You, you two are, are physicists, and you, and you want me to do a children’s science show?"								
880	additional	huanyu	N/A	4: person 3 - " Yes. And if there’s time, take 12 pictures with us in seasonal clothing."								
881	additional	huanyu	N/A	0: person 1 - Hey, guys.								
882	additional	huanyu	APPROBATION	1: person 2 - You made it.								
883	additional	huanyu	APPROBATION	2: person 3 - Did you see that? He just cut the line.								
884	additional	huanyu	N/A	3: persion4 - He’s just joining his friends; it’s fine.								
885	additional	huanyu	N/A	 4: person 3 - No, it’s not fine. It is a breach of line etiquette. 								
886	additional	huanyu	N/A	0: person 1 - And Raj.								
887	additional	huanyu	AGREEMENT	1: person 2 - Alright, and Raj. 								
888	additional	huanyu	N/A	2: person 1 - And me. 								
889	additional	huanyu	N/A	3: person 2 - You?								
890	additional	huanyu	N/A	4: person 1 - Violation of the roommate agreement, overnight guest notification clause.								
891	additional	huanyu	N/A	0: person 1 - Wait a minute. Leonard made you aware of that? 								
892	additional	huanyu	N/A	1: person 2 - We all make mistakes, let’s move on. 								
893	additional	huanyu	TACT	2: person 3 - " Excuse me, but I think you’re missing a big opportunity here. "								
894	additional	huanyu	N/A	3: person 4 - How so?								
895	additional	huanyu	N/A	4: person 3 - Everybody knows genetic diversity produces the strongest offspring. Why not put a little mocha in the family latte.								
896	additional	huanyu	N/A	0: person 1 - You and I could still go and have a nice weekend.								
897	additional	huanyu	AGREEMENT	1: person 2 - Sure.								
898	additional	huanyu	N/A	2: person 3 - " Come on, Sheldon, let’s go with them."								
899	additional	huanyu	TACT	3: person 4 - I hardly think so. You be sure and say hello to all the mosquitoes, bees, bears, snakes, possums, poison oak, oh, and last, but not least, teenagers with guitars.								
900	additional	huanyu	N/A	4: person 2 - I’ll see if it’s available.								 
901	additional	yuchien	n/a	0: person 1 - " Yeah, well, no, not to them. To me. Time traveling mailbox. The only time that traveled was an hour and half of my life down the toilet."								
902	additional	yuchien	agreement	1: person 2 - Fine. Then we'll just stay here and do it.								
903	additional	yuchien	n/a	2: person 1 - " Well, you didn't suggest a beach house."								
904	additional	yuchien	n/a	3: person 2 - You would go to a beach house?								
905	additional	yuchien	n/a	4: person 1 - " Well, good Lord, no, have you seen Jaws?"								
906	additional	yuchien	tact	0: person 1 - Maybe I'll be better off with Nancy.								
907	additional	yuchien	n/a	1: person 2 - " So, what do you think? I mean, this could be a business, right?"								
908	additional	yuchien	n/a	2: person 1 - How many of these can you make a day?								
909	additional	yuchien	n/a	3: person 2 - About twenty.								
910	additional	yuchien	n/a	4: person 1 - And how much profit do you make per Penny Blossom?								
911	additional	yuchien	n/a	0: person 1 - " Oh, what are we gonna do?"								
912	additional	yuchien	n/a	1: person 2 - " We? No, no, no, you had your chance to be we for, like, a year and a half now. Right now, you are you, and you are screwed."								
913	additional	yuchien	n/a	2: person 1 - Why do we have to tell him I did it?								
914	additional	yuchien	n/a	3: person 2 - " Well, we're not gonna tell him I did it."								
915	additional	yuchien	agreement	4: person 1 - " Okay, okay, how about this? We tell him somebody broke in ."								
916	additional	yuchien	n/a	0: person 1 - " Not really. This guy shows up out of the blue, and now I have a brother? My father has another family?"								
917	additional	yuchien	n/a	1: person 2 - I get it. What do you want to do?								
918	additional	yuchien	n/a	2: person 1 - " I don't know. I, I  just like him to go away. I can't deal with this."								
919	additional	yuchien	Sympathy	3: person 2 - " All right, I got your back."								
920	additional	yuchien	n/a	4: person 1 - " Thank you. Come on. And I like to point out, th is wall just provided a lot of privacy."								
921	additional	yuchien	Sympathy	0: person 1 - I'll give you a hand.								
922	additional	yuchien	n/a	1: person 2 - " Oh, stop it! Bye guys. "								
923	additional	yuchien	n/a	2: person 3 - My turn on the time machine.								
924	additional	yuchien	n/a	3: Scene - " A jungle. As the camera moves, the time machine becomes visible. Sheldon is sitting in it The disk stops spinning, and he looks around. The dials read APR 28 802,701. "								
925	additional	yuchien	n/a	4: person 4 - " It worked. It really worked. They said I was mad, but it worked. (Large hairy creatures with glowing eyes emerge from the forest and walk towards him menacingly.) Oh no, not Morlocks! Not flesh-eating Morlocks! He-e-e-e-e-e-e-elp! (With a yelp, he wakes up in the time machine in the living room.) "								
926	additional	yuchien	n/a	0: person 1 - " Sheldon, what do you think?"								
927	additional	yuchien	n/a	1: person 2 - Very well. I'm on board.								
928	additional	yuchien	n/a	2: person 1 - Seriously?								
929	additional	yuchien	n/a	3: person 2 - Yes. I accept this five-week mission to share a living space w ith my girlfriend.								
930	additional	yuchien	approbation	4: person 1 - Oh. This is so exciting.								
931	additional	yuchien	n/a	0: person 1 - " No, you use a tool I was using to make my point."								
932	additional	yuchien	n/a	1: Scene - The apartment.								
933	additional	yuchien	n/a	2: person 2 - " Guys, our topic is encouraging women in science, can you at least play a less sexist game"								
934	additional	yuchien	n/a	3: person 1 - How is it sexist? My character wields a battle axe as well as any man.								
935	additional	yuchien	n/a	4: person 3 - Not to mention she has mammary glands that could nurse a famil y of 30. And have enough milk left over to open a Baskin Robbins.								
936	additional	yuchien	approbation	0: person 1 - Good. Because I love you.								
937	additional	yuchien	n/a	1: person 2 - " I love you, too."								
938	additional	yuchien	n/a	2: person 3 - " Kiss her, you brilliant fool."								
939	additional	yuchien	tact	3: person 1 - " Well, I'll let you get back to your date."								
940	additional	yuchien	n/a	4: person 2 - Get back here.								
941	additional	yuchien	n/a	0: person 1 - " Hi! Stephanie, right?"								
942	additional	yuchien	agreement	1: person 2 - " Uh-huh. And, and, and you are?"								
943	additional	yuchien	n/a	2: person 1 - " I'll Penny, I live across the hall. I've heard a lot about you."								
944	additional	yuchien	n/a	3: person 2 - Really?								
945	additional	yuchien	agreement	4: person 1 - Mm-hmm.								
946	additional	yuchien	n/a	0: Scene - The comic book store.								
947	additional	yuchien	n/a	1: person 1 - " Sheldon, you're wrong. Wolverine was not born wit h bone claws."								
948	additional	yuchien	n/a	2: person 2 - " Howard, you know me to be a very smart man. Don't you think if I were wrong, I'd know it?"								
949	additional	yuchien	agreement	3: person 1 - " Okay, first of all??								
950	additional	yuchien	n/a	4: person 3 - " Give it up, dude, you're arguing with a crazy person."								
951	additional	yuchien	n/a	0: person 1 - " Okay, that's enough, Howard. The poor guy had a tough time. He had to spend the entire afternoon in jail wearing that suit."								
952	additional	yuchien	tact	1: person 2 - " You're right, so it would be cruel to mention that after he finished signing autographs, Stan Lee took Stuart and us out for gelato."								
953	additional	yuchien	n/a	2: person 3 - You had gelato with Stan Lee?								
954	additional	yuchien	n/a	3: person 2 - He said we could call him Stan.								
955	additional	yuchien	n/a	4: person 1 - Except for Raj.								
956	additional	yuchien	tact	0: person 1 - I believe a misunderstanding may have occurred when I aske d yo u to meet my mother.								
957	additional	yuchien	n/a	1: person 2 - " No misunderstanding. I've learned what that reque st actually means, and I don't want to be joined to another object by an inclined plane wrapped helically around an axis."								
958	additional	yuchien	n/a	2: person 1 - In what way are you screwed? All I want to do is pr esent y ou a s my boyfriend to my mother so she'll be satisfied that I'll in a relationship.								
959	additional	yuchien	n/a	3: person 2 - So we'll be perpetrating a ruse?								
960	additional	yuchien	agreement	4: person 1 - Precisely.								
961	additional	yuchien	n/a	0: person 1 - " Oh, grow up."								
962	additional	yuchien	n/a	1: person 2 - " Hey, I didn't say it."								
963	additional	yuchien	n/a	2: person 3 - " All right, that's enough from the both of you."								
964	additional	yuchien	n/a	3: person 1 - " Well, he started it."								
965	additional	yuchien	tact	1: person 2 - " You're right, so it would be cruel to mention tha t after he finished signing autographs, Stan Lee took Stuart and us out for gelato."								
966	additional	yuchien	n/a	0: person 1 - I believe you. I'd believe you more if you threw a few Apple Jacks in here.								
967	additional	yuchien	n/a	1: Scene - The soup kitchen.								
968	additional	yuchien	n/a	2: person 2 - Here you go.								
969	additional	yuchien	n/a	3: person 3 - Thanks. You got to be kidding me.								
970	additional	yuchien	tact	4: person 2 - Sorry?								
971	additional	yuchien	n/a	0: person 1 - " But they'll know I? Should I call myse lf Prof essor Proton, Jr.?"								
972	additional	yuchien	agreement	1: person 2 - Sounds great.								
973	additional	yuchien	n/a	2: person 1 - " So, in a way it? I'll your son."								
974	additional	yuchien	n/a	3: person 2 - " What, Whatever."								
975	additional	yuchien	n/a	4: person 1 - Father.								
976	additional	yuchien	n/a	0: person 1 - So we already have you for all that.								
977	additional	yuchien	n/a	1: person 2 - Are you suggesting I terminate my relationship with Amy?								
978	additional	yuchien	n/a	2: person 1 - " No, no, of course not. Just have your relationship someplace else."								
979	additional	yuchien	tact	3: person 2 - " May I point out that for eight long months, I suff ered in sil "ence as your female companion filled our apartment with her off-key country music caterwauling, the unappetizing spectacle of her grinding a pumice stone against her calloused feet in our living room, and night after night of uninformative TV documentaries about the Jersey Shore."								
980	additional	yuchien	n/a	4: person 1 - Suffered in silence?								
981	additional	yuchien	tact	0: person 1 - I'm sorry. I don't recall you saying no backsies.								
982	additional	yuchien	n/a	1: person 2 - Is there anything else?								
983	additional	yuchien	n/a	2: person 1 -  Yes. I'd like to offer a laudatory statement about Howard? 								
984	additional	yuchien	n/a	3: person 2 - " I'm sorry, Dr. Cooper, this matter is already closed."								
985	additional	yuchien	n/a	4: person 1 - But I still have rd Joel Wolowitz left to go.								
986	additional	yuchien	tact	0: person 1 - " Thanks, sorry to bother you. But I said it like a badass. "								
987	additional	yuchien	n/a	1: person 2 - " All right, well, can you, like, slip him some money or something?"								
988	additional	yuchien	n/a	2: person 1 - Really? I've never done that before. Does it work?								
989	additional	yuchien	n/a	3: person 2 - Do people like money? Is that what you're asking?								
990	additional	yuchien	n/a	4: person 1 - A lot of attitude from the woman who thought MC squ ared wa s a rapper.								
991	additional	yuchien	n/a	0: person 1 - " If you want to have intercourse with that girl, fi nd out what kind of cologne her father wore."								
992	additional	yuchien	tact	1: person 2 - " Good to see you, Mother."								
993	additional	yuchien	n/a	2: Scene - The apartment.								
994	additional	yuchien	n/a	3: person 2 - " Here's your tea, Mother."								
995	additional	yuchien	n/a	4: person 1 - Oolong?								
996	additional	yuchien	n/a	0: person 1 - " Just my wallet, keys and a coffee can full of chan ge I've been meaning to take to the bank."								
997	additional	yuchien	n/a	1: person 2 - Don't move. l get some ice.								
998	additional	yuchien	SYMPATHY	2: person 1 - Are you okay?								
999	additional	yuchien	n/a	3: person 3 - Get away from me or I swear to God I will rip out what's left of your pubes!								
1000	additional	yuchien	n/a	4: person 2 - Here.								
1001	additional	nora	n/a	0: person 1 - I was thinking maybe a library or a gaming room.								
1002	additional	Nora	Tact	1: person 2 - You could make it a train room.								
1003	additional	Nora	Tact	2: person 1 - I don’t like trains. You like trains.								
1004	additional	Nora	Agreement	3: person 2 - " I know, and Amy says I can’t have a train room."								
1005	additional	Nora	Agreement	4: person 3 - " Sheldon, I just heard from the guys at MIT about that emotion reader. They’re sending a prototype for you to beta test."								
1006	additional	Nora	n/a	0: person 1 - What’s in the bag?								
1007	additional	Nora	n/a	1: person 2 - " I don’t want to talk about it. But it’s not a spine,I’ll tell you that."								
1008	additional	Nora	Approbation	2: person 3 - " Well, I had a delightful evening, Leonard. We should do this again sometime."								
1009	additional	Nora	Agreement	3: person 1 - " Ah, sure. That’d be nice."								
1010	additional	Nora	Tact	4: person 3 - Glad to hear it. I need someone to accompany me to the wedding of Dr. Moranelli and Dr. Gustufson this Friday. They’re kind of the Brad and Angelina of the primatology department.								
1011	additional	Nora	n/a	0: person 1 - " Come on. Don’t make me beg. And I’m from India, so I know how to do it."								
1012	additional	Nora	Agreement	1: person 2 - Okay.								
1013	additional	Nora	Agreement	2: person 1 - " Yeah, thank you! This means a lot to me. My friends are like my family. Unless you don’t like them, in which case, they’re dead to me."								
1014	additional	Nora	n/a	3: Scene - The apartment.								
1015	additional	Nora	n/a	4: person 3 - " So, have you ever spent a long time on a boat before?"								
1016	additional	Nora	Tact	0: person 1 - We really need to skedaddle. Thank you.								
1017	additional	Nora	n/a	1: person 2 - Bye.								
1018	additional	Nora	n/a	2: person 3 - See you. Should probably erase this.								
1019	additional	Nora	n/a	3: Scene - Sheldon and Amy’s apartment.								
1020	additional	Nora	Approbation	4: person 1 - Thank you for making me tea.								
1021	additional	Nora	n/a	0: person 1 - Me too.								
1022	additional	Nora	n/a	1: person 2 - " Well, gotta go."								
1023	additional	Nora	Tact	2: person 1 - Oh! Already? Why don’t you stay over?								
1024	additional	Nora	Agreement	3: person 2 - " Well, I’d love to, but you know my mother needs me in the morning."								
1025	additional	Nora	n/a	4: person 1 - " Please, I think the woman can manage to put a wig on by herself."								
1026	additional	Nora	n/a	0: person 1 - " Sounds like a drama queen. Oh, no. It is Jennifer Lawrence."								
1027	additional	Nora	Sympathy	1: person 2 - " Five, four, three, two, one. That’s too bad."								
1028	additional	Nora	n/a	2: person 3 - Maybe we did make the test too difficult.								
1029	additional	Nora	n/a	3: person 2 - " I don’t think it matters. Look, Sheldon, I believe when the time is right for you to meet someone, it’ll just happen. Okay? Not because of a test or a Web site, but because… (knock on door) we are the dreamers of dreams."								
1030	additional	Nora	n/a	4: person 3 - " It’s an actual girl, and she’s really pretty."								
1031	additional	Nora	n/a	0: Scene - Raj’s apartment.								
